source_file	line	text
《李敖对话录》自序.txt	7	对话体作品有两类，一类是实际的对话；一类是虚构的对话。前者像《朱子语类》《歌德对话录》；后者像桑塔亚纳（George Santayana）的《地狱对话录》（Dialogues in Limbo）、诸桥辙次的《三圣会谈》。这本《李敖对话录》，两类都用到了，可说是一种别开生面的对话录。读者读来，保证虚实双修、音容宛在，在中国对话录中，胜《论语》《朱子语类》多矣！不敢自谦，特为亲序以张之。
001.才华盖世侠骨柔情的思想家.txt	11	邓维桢要办《政治家》时，跟我谈过很久，我就告诉他我应该是第一期的封面人物。他问：“为什么？你又不是政治家。”我说就因为我不是政治家，所以才应该找我。政治家是应由思想家来领导的，你说对不对？要不然水准就会降低，会变成政客。罗素得到诺贝尔文学奖时，不是也莫名其妙吗？他觉得他应该得和平奖才对。
001.才华盖世侠骨柔情的思想家.txt	13	现在邓维贤来办《政治家》，水准应该会高一点，不过他的市场判断和经验大概不如他老哥，虽然我现在不爱老邓爱小邓（小邓是当权派），不过哪天碰到老邓，我还是要问问他，为什么立下这个坏榜样？哥哥的东西怎么可以让给弟弟（李敖又笑）？
001.才华盖世侠骨柔情的思想家.txt	31	□谁说的？我也有温柔敦厚的一面，譬如我在看守所里就是温柔敦厚，出来时朱光军还夸奖了我一番。另外像我给胡茵梦漂亮的离婚，难道不算温柔敦厚？当胡茵梦哀怨地到处说她是唐宝云第二，会被李敖拖十年，五个钟头后，她就接到我的离婚书和玫瑰花，她不是唐宝云第二，而是胡茵梦第一。她太不了解我李敖了，在决断关头时，我是有英雄气概的。龚定盦有一句诗说：“不是逢人苦誉君，亦狂亦侠亦温文。”我就是这样。我有很奇异的做人标准，不是那么容易了解的。
001.才华盖世侠骨柔情的思想家.txt	41	还有我救殷海光。我救殷海光时，他已被官方封锁，日子很难过，可是我愿意救他，因为我认为他的生命很珍贵，值得救。那时美军顾问团在台北，市面上的冰箱冷气，都靠顾问团用的二手货，我化名“OK李”，整天转卖旧电器，有一次我卖一台冰箱给李翰祥，在搬运时，被李太太看到，他问：“怎么大作家做起苦力来了？”我说：“大作家被下放了，正在劳动改造啊！”
001.才华盖世侠骨柔情的思想家.txt	43	王晓波在《悼念我的老师殷海光先生》中说：“后来，殷先生由宏恩医院转往台大医院开刀，台大医院有公保，只要住二等病房就不必另外缴费，宏恩医院的费用是李敖付的，因为当时殷先生的学生中只有李敖有钱。”王晓波最后一句说的不对，当时殷海光学生中最有钱的是陈鼓应，可是他一毛不拔。张灏、林毓生也都比我这卖苦力的、多年失业的有钱，但他们都不行动，这些殷门弟子只会说漂亮话不做漂亮事。他们抱住殷海光，说殷海光是他们的，我倒要开开玩笑，来篇《我的殷海光》，我要告诉海内外的混蛋们，你们上了殷海光学生亲友的当了，真的殷海光是我李敖笔下的（《我的殷海光》收于《李敖千秋评论丛书》第五期）。
001.才华盖世侠骨柔情的思想家.txt	47	我再告诉你我另一个侠的故事。我中学时有个老师叫严侨（严复的长孙，华严的哥哥，辜振甫太太的哥哥），他是共产党，被捕了以后，我常常饿了早饭不吃，凑钱给严师母，严师母后来到台北投靠辜振甫，辜振甫闭门不见，严师母只好给外国人当下女（她是匪谍之妻，中国人不敢用），三个小孩都送进孤儿院。去年辜振甫赔了我一笔钱，我抽了十万送给严师母，胡茵梦也在场，我那时与严师母已十多年不见了，我告诉她：“这个钱你可以拿，这就是三十年前对你闭门不见那人的钱，今天我总算给你出这口恶气。”胡茵梦说我小气，小气的人会这样吗？
001.才华盖世侠骨柔情的思想家.txt	53	□前几天，立法院司法委员会召集人温士源埋怨舆论把李敖捧成英雄，可是我认为我是英雄，没有错。
001.才华盖世侠骨柔情的思想家.txt	55	当然，你会说我怎么这样不谦虚，不过，这就是我。当我觉得我是第一的时候，为什么我要说我是第二？我要打破这种虚伪？
001.才华盖世侠骨柔情的思想家.txt	59	■说的不错，你的确是个很好的宣传家。是你的性格如此吗？还是另有原因？
001.才华盖世侠骨柔情的思想家.txt	65	■能不能请你说得更清楚一点？
001.才华盖世侠骨柔情的思想家.txt	69	这次我出来，《联合报》登了我的消息，《中国时报》不登，听说余纪忠开会时很生气，因为漏掉新闻他们也吃不消。《联合报》一开始虽然登了，可是后来我写了一封信到《联合报》，他们就不登我的，登别人的，不过，没关系，他们总要给我一个百分比。
001.才华盖世侠骨柔情的思想家.txt	71	刚刚你说我是宣传家，这还不够。我同时也是思想家、传记家、历史家、文学家。我认为中国人写白话文，五十年来五百年内，我李敖是第一把交椅。
001.才华盖世侠骨柔情的思想家.txt	77	□那我就说：“嘴巴上骂我吹牛的人，心里都为我供了牌位。”我觉得我现在的白话文比以前更好了，以前喜欢卖弄学问、不自然，现在真的是行云流水了。
001.才华盖世侠骨柔情的思想家.txt	79	我对中文运用的空前绝后，从我讲的“五十年来和五百年内，中国人写白话文的前三名是李敖、李敖、李敖”这句话可以看出。一般人绝对不会像我这样运用文字，他们顶多说五十年来五百年内我是最好的、五十年来五百年内我是第一等等，他们绝不会用“李敖、李敖、李敖”，我这样用法，可以构成押韵、达到广告效果。
001.才华盖世侠骨柔情的思想家.txt	81	当然，我知道自己很狂，喜欢撒野，可是人要活得痛快才过瘾，事实上，我也有理智冷静的一面，我看书和思考的时间比一般人多，而我做的思考都不太受别人的影响．并且又相当能自由发言。所以我这次一出来就得罪了党外主流派，因为我支持苏洪月娇，我认为他们那样对苏洪月娇是不公平的。
001.才华盖世侠骨柔情的思想家.txt	85	记得苏东启被捕时，我正在念大学，苏洪月娇抱着四个月的孩子从中山南路走向监察院去陈情，途中被抓去。十五年过去了，谁为苏东启讲过一句话？谁给过苏洪月娇一块钱？他们受了那样大的痛苦、做了那样大的奉献，只凭党外主流派几句话就能开除他们的功劳吗！不可以这样的！当苏洪月娇跟苏东启站在第一线时，党外主流派在哪里？至于说苏洪月娇金钱不清，党外有几个金钱清的？妓女不可以互相指责对方不贞洁的。何况衡量政治人物也不能用这个标准。只要大方向正确，小地方管他干什么。
001.才华盖世侠骨柔情的思想家.txt	91	□因为党外的大方向是对的，眼前加入国民党的，先占便宜，党外则先吃亏，先被打击、被怀疑。如果说党外在投机，也是投未来的机、投不可知的机。有一张党证没什么稀奇，可是少一张党证，多少不方便啊！荀子不就说过“有之不必然，无之必不然”吗？
001.才华盖世侠骨柔情的思想家.txt	101	这次官方说是优待我，让我一个人住。你去问问囚犯，这是优待还是惩罚？那种寂寞一般人受得了吗？没有一个囚犯愿意一个人住的，他们宁可十几个人挤在一起，虽然又脏又臭，可是日子好过一点。
001.才华盖世侠骨柔情的思想家.txt	105	□那是我的本领，他们给我一个逆境，但我可以渡过。至于说优待我每天洗一个澡，更没道理。按照监狱行刑法，我每天都可以洗一个澡，怎么算优待？
001.才华盖世侠骨柔情的思想家.txt	115	■刚刚你提到你的反击力，是不是可以再举一点你生活上的具体例子来说明？
001.才华盖世侠骨柔情的思想家.txt	119	我结婚第二天晚上，有个人打电话到我家说：“李敖，我要杀你全家”。我说：“我只一个人，你怎么杀我全家”？他就说：“好，那我杀你一个。”
001.才华盖世侠骨柔情的思想家.txt	121	你猜我怎么回答？我告诉他：“那你排队吧！要杀我的人一大堆，还轮不到你呢！”
001.才华盖世侠骨柔情的思想家.txt	123	第三天夜里3点多钟，有个自称中视林导播的，打电话找胡茵梦，我说现在是夜里3点啊！他回答说：“没错，我知道是夜里3点，你叫不叫胡茵梦来听？她不来听，明天我就公布胡茵梦跟我的床上照片。”
001.才华盖世侠骨柔情的思想家.txt	125	你猜我怎么回答？我说：“林导播，胡茵梦在跟我结婚前，就开过一张名单给我。名单里面没有你，可见你是冒充的，如果你有照片，那你公布好了。”
001.才华盖世侠骨柔情的思想家.txt	127	遇到这种事情，我可以立刻反应。换句话说，我决不让你呕到我的气，我一定先吃你豆腐。
001.才华盖世侠骨柔情的思想家.txt	145	当你追求进步时，怎么可能没有代价？古往今来的这种例证，我看的太多了，老实说，我无动于衷。清朝名将彭玉麟说过一句话：“烈士肝肠名士胆，杀人手段救人心”，搞政治的人要相当放得开，不必妇人之仁。
001.才华盖世侠骨柔情的思想家.txt	147	甘地发起抢盐运动时，很多人说他心肠狠。那时英军对盐是管制的，这样群众才容易就范。甘地于是发动男女老少去抢盐，英军守住盐库，对着成千上万逼近的群众开不了枪，因为他们不暴动嘛！只是往前挤。英军只好挥起棒没命的打，打得他们头破血流，可是前一排打倒了，后一排的人又挤上去。甘地面对这种惨状，无动于衷，还是让他们继续抢。当为了一个大目标献身奋斗时，甘地只能无动于衷。他说：“我们今天要吃这么多苦，那是因为我们吃的苦还不够，我们做的牺牲还不大”。
001.才华盖世侠骨柔情的思想家.txt	157	美国短篇小说作家欧亨利，犯了一个跟我同样的罪（侵占），他不肯坐牢，跑掉了。可是他很爱他太太，当他太太得了绝症快死时，他溜回来看她，于是被抓住了，当然他的名誉也毁了。出狱后，他又重新继续写作，临死时，他对人辩说那个案子他是冤枉的。后来美国文学史上记载他是个有名的小说家，但对他的侵占官司一点兴趣也没有。
001.才华盖世侠骨柔情的思想家.txt	161	再说麦克阿瑟，他娶了一个莫名其妙的老婆，他后来写回忆录时，只写某年某月某日我结婚了，某年某月某日我离婚了，他老婆的名字提都不提。我没法高到他这样的境界。
001.才华盖世侠骨柔情的思想家.txt	177	孟子说匡章是天下大贤，但是举国都说匡章不孝，因为他跟他老子争是非。可是孟子为他跨刀，孟子说大孝子才敢这样做啊！可是匡章的不孝却一直洗刷不清，只有靠孟子来保镖。有时候，坏名誉会跟着你走一辈子，你没办法，也只得由它跟着走。认了！
001.才华盖世侠骨柔情的思想家.txt	181	陈平就是一个例子，每个人都说陈平偷嫂子。有一天，连皇帝也忍不住了，就问他到底是怎么回事。陈平回答：“我从来就没有哥哥。”可是，这个谣言还是跟了陈平一辈子。
001.才华盖世侠骨柔情的思想家.txt	183	外边说我李敖爱钱，说我取财不道，如果我爱钱，政大国际关系研究中心每月给我三万块，为什么我退回去？《中央日报》请我做总主笔，为什么我不干？难道那个钱少吗？我不干，《中央日报》转眼就斗臭我，我会服气吗？我当然有气，所以就搞得不可收拾。
001.才华盖世侠骨柔情的思想家.txt	189	■很多人认为你才比德高——
001.才华盖世侠骨柔情的思想家.txt	193	孟子书中说：“自反而不缩，虽千万人，吾往矣！”这话念起来轻松，真要做时，可要很高的勇气。
001.才华盖世侠骨柔情的思想家.txt	201	■你现在经济情况怎么样？大家都认为你很有钱。
001.才华盖世侠骨柔情的思想家.txt	203	□当然，我可以不必为五斗米折腰。（这时他的律师龙云翔插进来：不是不必，是不必那么为五斗米折腰。）
001.才华盖世侠骨柔情的思想家.txt	211	□辜振甫赔了我钱，我抽了十万给严师母。我帮《深耕》写一篇东西，他们给我四千块稿费，我马上叫来人找到黄石城说：“笑话，只给四千，拿三万来。”黄石城果然给了我三万，可是我把这钱转给林正杰当竞选经费了。还有绿岛那些难友，我从来不吝惜，一送送十万。我愿意充阔。既然我们这个社会，装穷比充阔难混，为什么我要装穷？我可以打高空，银行相信我，愿意给我贴现，我当然充阔。
002.对是非绝对是不让步的.txt	17	我李敖的做人比我的讲话好，我的讲话比我的文章好。光看我的文章，你一定以为我是一个穷凶极恶的家伙，可是听到我的讲话，你便会觉得我比我的文章可爱，等你对我有更深一层的了解，你更会惊讶——在李敖那张能说善道的刻薄的嘴下三十二厘米处，还有一颗多情而善良的心。
002.对是非绝对是不让步的.txt	23	■一般人喜欢把柏杨先生和你相提并论，你认为你们两人有何相似之处？
002.对是非绝对是不让步的.txt	31	其实我的坐牢和我把柏杨的东西流传至海外很有关系，只是有关当局不肯承认这一点。至于我和柏杨两个人之间的关系，将来我会在文章中说明。
